,Grad,Rbr BM,Naziv BM,Lokacija BM,Adresa BM,Ukupno birača,Glasovalo ukupno,MOST,HDZ,SDP,BM,Uzrok
458,PULA - POLA,19,PULAPOLA BIRAČKO MJESTO 19,MO VALDEBEK,"POD MURVON 2, PULA-POLA, PULA - POLA",1545,663,38,98,316,"19 PULAPOLA BIRAČKO MJESTO 19, PULA  POLA",Nema u 2016/2015
459,PULA - POLA,2,PULAPOLA BIRAČKO MJESTO 2,OŠ TONE PERUŠKO,"POLJANA SVETOG MARTINA 6, PULA-POLA, PULA - POLA",721,314,9,52,160,"2 PULAPOLA BIRAČKO MJESTO 2, PULA  POLA",Nema u 2016/2015
460,PULA - POLA,20,PULAPOLA BIRAČKO MJESTO 20,UDRUŽENJE OBRTNIKA,"SV. FELICITE 5A, PULA-POLA, PULA - POLA",1362,596,40,91,276,"20 PULAPOLA BIRAČKO MJESTO 20, PULA  POLA",Nema u 2016/2015
461,PULA - POLA,21,PULAPOLA BIRAČKO MJESTO 21,PUČKO OTVORENO UČILIŠTE,"RIŽANSKE SKUPŠTINE 6, PULA-POLA, PULA - POLA",914,383,11,63,187,"21 PULAPOLA BIRAČKO MJESTO 21, PULA  POLA",Nema u 2016/2015
462,PULA - POLA,22,PULAPOLA BIRAČKO MJESTO 22,OŠ  ŠIJANA,"43. ISTARSKE DIVIZIJE 5, PULA-POLA, PULA - POLA",773,321,15,40,157,"22 PULAPOLA BIRAČKO MJESTO 22, PULA  POLA",Nema u 2016/2015
463,PULA - POLA,23,PULAPOLA BIRAČKO MJESTO 23,OŠ ŠIJANA,"43.ISTARSKE DIVIZIJE 5, PULA-POLA, PULA - POLA",775,339,21,36,183,"23 PULAPOLA BIRAČKO MJESTO 23, PULA  POLA",Nema u 2016/2015
464,PULA - POLA,24,PULAPOLA BIRAČKO MJESTO 24,PROSTORIJE MO ŠIJANA,"KOPARSKA 46, PULA-POLA, PULA - POLA",1004,462,31,61,220,"24 PULAPOLA BIRAČKO MJESTO 24, PULA  POLA",Nema u 2016/2015
465,PULA - POLA,25,PULAPOLA BIRAČKO MJESTO 25,PROSTORIJE LOVAČKOG DRUŠTVA UNION,"KUKULJEVIĆEVA 5, PULA-POLA, PULA - POLA",609,247,4,32,126,"25 PULAPOLA BIRAČKO MJESTO 25, PULA  POLA",Nema u 2016/2015
466,PULA - POLA,26,PULAPOLA BIRAČKO MJESTO 26,OŠ GIUSEPPINA MARTINUZZI,"SANTORIOVA ULICA 1, PULA-POLA, PULA - POLA",767,319,11,45,162,"26 PULAPOLA BIRAČKO MJESTO 26, PULA  POLA",Nema u 2016/2015
467,PULA - POLA,27,PULAPOLA BIRAČKO MJESTO 27,PROSTORIJE MO MONTE ZARO,"RADIĆEVA ULICA 25, PULA-POLA, PULA - POLA",1229,517,12,73,294,"27 PULAPOLA BIRAČKO MJESTO 27, PULA  POLA",Nema u 2016/2015
468,PULA - POLA,28,PULAPOLA BIRAČKO MJESTO 28,OSNOVNA ŠKOLA MONTE ZARO,"BOŠKOVIĆEV USPON 24, PULA-POLA, PULA - POLA",1237,469,15,115,194,"28 PULAPOLA BIRAČKO MJESTO 28, PULA  POLA",Nema u 2016/2015
469,PULA - POLA,29,PULAPOLA BIRAČKO MJESTO 29,ZGRADA TEHNIČKOG CENTRA,"TRG KRALJA TOMISLAVA 9, PULA-POLA, PULA - POLA",1159,536,10,71,266,"29 PULAPOLA BIRAČKO MJESTO 29, PULA  POLA",Nema u 2016/2015
470,PULA - POLA,3,PULAPOLA BIRAČKO MJESTO 3,OŠ ŠIJANA,"43. ISTARSKE DIVIZIJE 5, PULA-POLA, PULA - POLA",1136,482,14,78,246,"3 PULAPOLA BIRAČKO MJESTO 3, PULA  POLA",Nema u 2016/2015
471,PULA - POLA,30,PULAPOLA BIRAČKO MJESTO 30,ZGRADA TEHNIČKOG CENTRA,"TRG KRALJA TOMISLAVA 11, PULA-POLA, PULA - POLA",1238,515,23,59,260,"30 PULAPOLA BIRAČKO MJESTO 30, PULA  POLA",Nema u 2016/2015
472,PULA - POLA,31,PULAPOLA BIRAČKO MJESTO 31,PROSTORIJE MO VIDIKOVAC,"VOLTIĆEVA ULICA 1, PULA-POLA, PULA - POLA",785,362,17,61,169,"31 PULAPOLA BIRAČKO MJESTO 31, PULA  POLA",Nema u 2016/2015
473,PULA - POLA,32,PULAPOLA BIRAČKO MJESTO 32,PROSTORIJE SSSH,"KRLEŽINA 37, PULA-POLA, PULA - POLA",1128,524,26,80,259,"32 PULAPOLA BIRAČKO MJESTO 32, PULA  POLA",Nema u 2016/2015
474,PULA - POLA,33,PULAPOLA BIRAČKO MJESTO 33,OŠ VERUDA,"BANOVČEVA ULICA 27, PULA-POLA, PULA - POLA",799,272,9,33,115,"33 PULAPOLA BIRAČKO MJESTO 33, PULA  POLA",Nema u 2016/2015
475,PULA - POLA,34,PULAPOLA BIRAČKO MJESTO 34,OŠ VERUDA,"BANOVČEVA ULICA 27, PULA-POLA, PULA - POLA",793,353,8,41,194,"34 PULAPOLA BIRAČKO MJESTO 34, PULA  POLA",Nema u 2016/2015
476,PULA - POLA,35,PULAPOLA BIRAČKO MJESTO 35,OŠ VERUDA,"BANOVČEVA ULICA 27, PULA-POLA, PULA - POLA",1037,476,12,73,246,"35 PULAPOLA BIRAČKO MJESTO 35, PULA  POLA",Nema u 2016/2015
477,PULA - POLA,36,PULAPOLA BIRAČKO MJESTO 36,PROSTORIJE MO VERUDA,"BANOVČEVA 4 I 6, PULA-POLA, PULA - POLA",675,299,9,25,182,"36 PULAPOLA BIRAČKO MJESTO 36, PULA  POLA",Nema u 2016/2015
478,PULA - POLA,37,PULAPOLA BIRAČKO MJESTO 37,PROSTORIJE MO NOVA VERUDA,"ULICA VIDIKOVAC 7, PULA-POLA, PULA - POLA",1074,531,27,75,272,"37 PULAPOLA BIRAČKO MJESTO 37, PULA  POLA",Nema u 2016/2015
479,PULA - POLA,38,PULAPOLA BIRAČKO MJESTO 38,INDUSTRIJSKOOBRTNIČKA ŠKOLA PULA,"RIZZIJEVA ULICA 40, PULA-POLA, PULA - POLA",1146,526,17,110,233,"38 PULAPOLA BIRAČKO MJESTO 38, PULA  POLA",Nema u 2016/2015
480,PULA - POLA,39,PULAPOLA BIRAČKO MJESTO 39,INDUSTRIJSKOOBRTNIČKA ŠKOLA PULA,"RIZZIJEVA ULICA 40, PULA-POLA, PULA - POLA",861,409,19,62,195,"39 PULAPOLA BIRAČKO MJESTO 39, PULA  POLA",Nema u 2016/2015
481,PULA - POLA,4,PULAPOLA BIRAČKO MJESTO 4,PROSTORIJE MO KAŠTANJER,"KAŠTANJER 10, PULA-POLA, PULA - POLA",1080,447,23,52,233,"4 PULAPOLA BIRAČKO MJESTO 4, PULA  POLA",Nema u 2016/2015
482,PULA - POLA,40,PULAPOLA BIRAČKO MJESTO 40,PROSTORIJE MO STOJA,"LETTISOVA ULICA 1, PULA-POLA, PULA - POLA",760,368,24,57,175,"40 PULAPOLA BIRAČKO MJESTO 40, PULA  POLA",Nema u 2016/2015
483,PULA - POLA,41,PULAPOLA BIRAČKO MJESTO 41,OŠ STOJA,"BRIJUNSKA ULICA 5, PULA-POLA, PULA - POLA",1192,547,25,89,273,"41 PULAPOLA BIRAČKO MJESTO 41, PULA  POLA",Nema u 2016/2015
484,PULA - POLA,42,PULAPOLA BIRAČKO MJESTO 42,OŠ STOJA,"BRIJUNSKA ULICA 5, PULA-POLA, PULA - POLA",899,434,17,65,226,"42 PULAPOLA BIRAČKO MJESTO 42, PULA  POLA",Nema u 2016/2015
485,PULA - POLA,43,PULAPOLA BIRAČKO MJESTO 43,OŠ GIUSEPPINA MARTINUZZI,"SANTORIOVA ULICA 1, PULA-POLA, PULA - POLA",986,395,21,69,192,"43 PULAPOLA BIRAČKO MJESTO 43, PULA  POLA",Nema u 2016/2015
486,PULA - POLA,44,PULAPOLA BIRAČKO MJESTO 44,PROSTORIJE MO KAŠTANJER,"ULICA KAŠTANJER 8, PULA-POLA, PULA - POLA",1258,515,25,88,255,"44 PULAPOLA BIRAČKO MJESTO 44, PULA  POLA",Nema u 2016/2015
487,PULA - POLA,45,PULAPOLA BIRAČKO MJESTO 45,OŠ VELI VRH,"ZAHTILINA ULICA 1, PULA-POLA, PULA - POLA",927,396,19,87,202,"45 PULAPOLA BIRAČKO MJESTO 45, PULA  POLA",Nema u 2016/2015
488,PULA - POLA,46,PULAPOLA BIRAČKO MJESTO 46,PODRUČNA OŠ ŠTINJAN,"ULICA VAROŠ 2, PULA-POLA, PULA - POLA",768,346,4,71,182,"46 PULAPOLA BIRAČKO MJESTO 46, PULA  POLA",Nema u 2016/2015
489,PULA - POLA,47,PULAPOLA BIRAČKO MJESTO 47,ZAJEDNIČKE PROSTORIJE U PRIZEMLJU ZGRADE,"DIVKOVIĆEVA ULICA 3, PULA-POLA, PULA - POLA",845,409,12,57,215,"47 PULAPOLA BIRAČKO MJESTO 47, PULA  POLA",Nema u 2016/2015
490,PULA - POLA,48,PULAPOLA BIRAČKO MJESTO 48,FILOZOFSKI FAKULTET,"ULICA MATETIĆA RONJGOVA 1, PULA-POLA, PULA - POLA",646,285,11,39,129,"48 PULAPOLA BIRAČKO MJESTO 48, PULA  POLA",Nema u 2016/2015
491,PULA - POLA,49,PULAPOLA BIRAČKO MJESTO 49,OŠ ŠIJANA,"43. ISTARSKE DIVIZIJE 5, PULA-POLA, PULA - POLA",941,327,11,52,171,"49 PULAPOLA BIRAČKO MJESTO 49, PULA  POLA",Nema u 2016/2015
492,PULA - POLA,5,PULAPOLA BIRAČKO MJESTO 5,OŠ KAŠTANJER,"RIMSKE CENTURIJACIJE 29, PULA-POLA, PULA - POLA",1039,445,19,55,222,"5 PULAPOLA BIRAČKO MJESTO 5, PULA  POLA",Nema u 2016/2015
493,PULA - POLA,50,PULAPOLA BIRAČKO MJESTO 50,MO VIDIKOVAC,"VOLTIĆEVA ULICA 1, PULA-POLA, PULA - POLA",861,400,11,60,217,"50 PULAPOLA BIRAČKO MJESTO 50, PULA  POLA",Nema u 2016/2015
494,PULA - POLA,51,PULAPOLA BIRAČKO MJESTO 51,MO STOJA ULAZ IZ ULICE STOJA,"LETTISOVA ULICA 1, PULA-POLA, PULA - POLA",602,249,13,39,121,"51 PULAPOLA BIRAČKO MJESTO 51, PULA  POLA",Nema u 2016/2015
495,PULA - POLA,6,PULAPOLA BIRAČKO MJESTO 6,PROSTORIJE MO BUSOLER,"ŠIŠANSKA CESTA 25A, PULA-POLA, PULA - POLA",992,427,10,63,200,"6 PULAPOLA BIRAČKO MJESTO 6, PULA  POLA",Nema u 2016/2015
496,PULA - POLA,7,PULAPOLA BIRAČKO MJESTO 7,PROSTORIJE  MO BUSOLER,"ŠIŠANSKA CESTA 106, PULA-POLA, PULA - POLA",1193,482,13,98,216,"7 PULAPOLA BIRAČKO MJESTO 7, PULA  POLA",Nema u 2016/2015
497,PULA - POLA,8,PULAPOLA BIRAČKO MJESTO 8,PROSTORIJE MO ARENA,"EMOVA ULICA 1, PULA-POLA, PULA - POLA",1018,450,15,65,214,"8 PULAPOLA BIRAČKO MJESTO 8, PULA  POLA",Nema u 2016/2015
498,PULA - POLA,9,PULAPOLA BIRAČKO MJESTO 9,PROSTORIJE HAKA  AUTO SL 91,"STIGLICHEVA 26, PULA-POLA, PULA - POLA",803,354,16,61,181,"9 PULAPOLA BIRAČKO MJESTO 9, PULA  POLA",Nema u 2016/2015
499,SVETA NEDELJA,27,RAKITJE,DRUŠTVENI DOM RAKITJE RAKITJE,"RAKITSKA ULICA 4, SVETA NEDELJA",2140,1034,51,343,180,"13 RAKITJE, SVETA NEDELJA14 RAKITJE, SVETA NEDELJA",Preostale BM koje kada bi se zbrojile su prevelike
500,LJUBEŠĆICA,4,RAKOVEC,DRUŠTVENA KUĆICA,"RAKOVEC, LJUBEŠĆICA",113,66,1,47,9,"4 RAKOVEC, LJUBEŠĆICA",Nema u 2016/2015
501,KUMROVEC,4,RAVNO BREZJE RAZDRTO TUHELJSKO I DUGNJEVEC,OBITELJSKA KUĆA IVANKE ŽNIDAREC,"RAVNO BREZJE 19, KUMROVEC",330,161,3,40,35,"4 RAVNO BREZJE RAZDRTO TUHELJSKO I DUGNJEVEC, KUMROVEC",Nema u 2016/2015
502,KUMROVEC,5,RISVICA I PODGORA,OBITELJSKA KUĆA MONIKE FIKET,"RISVICA 49, KUMROVEC",253,141,6,24,48,"5 RISVICA I PODGORA, KUMROVEC",Nema u 2016/2015
503,DUBROVNIK,45,RIĐICA MO RIĐICA,MJESNI DOM RIĐICA,"RIĐICA BB, DUBROVNIK",23,21,0,21,0,"45 RIĐICA MO RIĐICA, DUBROVNIK",Nema u 2016/2015
504,ROVINJ - ROVIGNO,11,ROVINJ,DJEČJI VRTIĆ NEVEN PODRUČNO ODJELJENJE MONDELACO,"ROIA 1, ROVINJ - ROVIGNO",1095,430,19,54,236,"11 ROVINJ, ROVINJ  ROVIGNO",Preostale BM koje kada bi se zbrojile su prevelike
505,ROVINJ - ROVIGNO,15,ROVINJ,DJEČJI VRTIĆ NEVEN PODRUČNO ODJELJENJE VALBRUNA,"G.PRIVILEGGIO-PASCIA 2, ROVINJ - ROVIGNO",2550,1054,47,128,599,"7 ROVINJ, ROVINJ  ROVIGNO8 ROVINJ, ROVINJ  ROVIGNO",Preostale BM koje kada bi se zbrojile su prevelike
506,ROVINJ - ROVIGNO,2,ROVINJ,MUZEJ GRADA ROVINJAROVIGNO,"TRG M.TITA 11, ROVINJ - ROVIGNO",788,266,10,54,136,"2 ROVINJ, ROVINJ  ROVIGNO",Preostale BM koje kada bi se zbrojile su prevelike
507,ROVINJ - ROVIGNO,11,ROVINJ,OŠ JDOBRILE,"S.PAULETIĆA 8, ROVINJ - ROVIGNO",2001,906,36,120,538,"5 ROVINJ, ROVINJ  ROVIGNO6 ROVINJ, ROVINJ  ROVIGNO",Preostale BM koje kada bi se zbrojile su prevelike
508,ROVINJ - ROVIGNO,3,ROVINJ,OŠ VLADIMIR NAZOR,"E. DE AMICIS 31, ROVINJ - ROVIGNO",888,316,11,44,172,"3 ROVINJ, ROVINJ  ROVIGNO",Preostale BM koje kada bi se zbrojile su prevelike
509,ROVINJ - ROVIGNO,10,ROVINJ,PJ ELEKTRA,"VIJENAC B.LORENZETTO BB, ROVINJ - ROVIGNO",1284,533,35,80,266,"10 ROVINJ, ROVINJ  ROVIGNO",Preostale BM koje kada bi se zbrojile su prevelike
510,ROVINJ - ROVIGNO,4,ROVINJ,STRUKOVNA ŠKOLA EKUMIČIĆA,"CARDUCCI 13, ROVINJ - ROVIGNO",761,296,4,45,176,"4 ROVINJ, ROVINJ  ROVIGNO",Preostale BM koje kada bi se zbrojile su prevelike
511,ROVINJ - ROVIGNO,9,ROVINJ,TOŠ BERNARDO BENUSSI,"OMLADINSKA 20, ROVINJ - ROVIGNO",1633,656,31,81,397,"9 ROVINJ, ROVINJ  ROVIGNO",Preostale BM koje kada bi se zbrojile su prevelike
512,POKUPSKO,12,ROŽENICA I,DOM KULTURE OPATIJA,"OPATIJA 22/1, POKUPSKO",102,43,1,18,6,"12 ROŽENICA I, POKUPSKO",Nema u 2016/2015
513,POKUPSKO,13,ROŽENICA II,DOM KULTURE OPATIJA,"OPATIJA 22/1, POKUPSKO",99,59,2,35,4,"13 ROŽENICA II, POKUPSKO",Nema u 2016/2015
514,"ZAGREB-CENTAR, ZAPAD",462,SAMOBORČEK,OŠ KRALJA TOMISLAVA,"NOVA CESTA 92, ZAGREB-CENTAR, ZAPAD",3436,1697,91,393,397,"153 SAMOBORČEK, ZAGREBCENTAR ZAPAD154 SAMOBORČEK, ZAGREBCENTAR ZAPAD155 SAMOBORČEK, ZAGREBCENTAR ZAPAD",Preostale BM koje kada bi se zbrojile su prevelike
515,UMAG - UMAGO,4,SEGETSEGHETTO,DVORAC SEGET,"SEGET 12, UMAG - UMAGO",687,267,9,61,128,"4 SEGETSEGHETTO, UMAG  UMAGO",Nema u 2016/2015
516,SIBINJ,6,SIBINJ,OSNOVNA ŠKOLA SIBINJSKIH ŽRTAVA SIBINJ,"SIBINJ, 108. BRIGADE ZNG 4, SIBINJ",2387,897,69,394,128,"1 SIBINJ, SIBINJ2 SIBINJ, SIBINJ3 SIBINJ, SIBINJ",Preostale BM koje kada bi se zbrojile su prevelike
517,"ZAGREB-CENTAR, ZAPAD",630,SILVIJE STRAHIMIR KRANJČEVIĆ,OŠ KRALJA TOMISLAVA,"NOVA CESTA 92, ZAGREB-CENTAR, ZAPAD",5166,2639,188,626,593,"156 SILVIJE STRAHIMIR KRANJČEVIĆ, ZAGREBCENTAR ZAPAD157 SILVIJE STRAHIMIR KRANJČEVIĆ, ZAGREBCENTAR ZAPAD158 SILVIJE STRAHIMIR KRANJČEVIĆ, ZAGREBCENTAR ZAPAD159 SILVIJE STRAHIMIR KRANJČEVIĆ, ZAGREBCENTAR ZAPAD",Preostale BM koje kada bi se zbrojile su prevelike
518,SISAK,9,SISAK,DJEČJI VRTIĆ PČELICA,"ULICA ANTUNA CUVAJA 3, SISAK",895,414,27,143,130,"9 SISAK, SISAK",Preostale BM koje kada bi se zbrojile su prevelike
519,SISAK,5,SISAK,NARODNA KNJIŽNICA I ČITAONICA VLADO GOTOVAC SISAK,"RIMSKA 27, SISAK",529,271,17,120,48,"5 SISAK, SISAK",Preostale BM koje kada bi se zbrojile su prevelike
520,SISAK,23,SISAK,PROSTORIJE AMBULANTE,"AUGUSTA CESARCA 109B, SISAK",866,439,16,129,177,"23 SISAK, SISAK",Preostale BM koje kada bi se zbrojile su prevelike
521,SISAK,15,SISAK,PROSTORIJE AMBULANTE,"FERDE HEFELEA 10, SISAK",792,361,9,156,99,"15 SISAK, SISAK",Preostale BM koje kada bi se zbrojile su prevelike
522,SISAK,10,SISAK,PROSTORIJE BIVŠE POSLOVNICE ALIANZ OSIGURANJE,"MARIJANA CELJAKA 79, SISAK",1206,507,22,252,116,"10 SISAK, SISAK",Preostale BM koje kada bi se zbrojile su prevelike
523,SISAK,6,SISAK,PROSTORIJE GRADSKOG DRUŠTVA CRVENOG KRIŽA SISAK,"ULICA KRALJA TOMISLAVA 18, SISAK",614,344,10,138,95,"6 SISAK, SISAK",Preostale BM koje kada bi se zbrojile su prevelike
524,SISAK,62,SISAK,PROSTORIJE PRIJAŠNJEG MO IVAN BUIĆ,"NINE MARAKOVIĆA 4, SISAK",592,184,9,58,73,"29 SISAK, SISAK33 SISAK, SISAK",Preostale BM koje kada bi se zbrojile su prevelike
525,SISAK,7,SISAK,PROSTORIJE ZAVODA ZA ZAPOŠLJAVANJE,"UL. KRALJA TOMISLAVA 13, SISAK",474,266,14,106,72,"7 SISAK, SISAK",Preostale BM koje kada bi se zbrojile su prevelike
526,SISAK,20,SISAK,RC ZIBEL  STARI OBJEKT STOLNOTENISKA DVORANA,"ULAZ IZ CESARČEVE ULICE, SISAK",472,210,15,68,65,"20 SISAK, SISAK",Preostale BM koje kada bi se zbrojile su prevelike
527,SISAK,7,SISAK,ZGRADA SISAČKOMOSLAVAČKE ŽUPANIJE,"S. I A. RADIĆA 36, SISAK",921,472,23,197,137,"3 SISAK, SISAK4 SISAK, SISAK",Preostale BM koje kada bi se zbrojile su prevelike
528,SLATINA,20,SLATINA,DOM DVDA,"ANTE KOVAČIĆA 4, SLATINA",681,288,15,96,85,"20 SLATINA, SLATINA",Preostale BM koje kada bi se zbrojile su prevelike
529,SLATINA,17,SLATINA,INDUSTRIJSKOOBRTNIČKA ŠKOLA SLATINA,"TRG RUĐERA BOŠKOVIĆA 5 A, SLATINA",602,291,8,114,114,"17 SLATINA, SLATINA",Preostale BM koje kada bi se zbrojile su prevelike
530,SLATINA,18,SLATINA,ZGRADA DJEČJEG VRTIĆA ZEKO,"TRG ZBORA NARODNE GARDE 1, SLATINA",635,309,10,113,106,"18 SLATINA, SLATINA",Preostale BM koje kada bi se zbrojile su prevelike
531,SLATINA,16,SLATINA,ZGRADA HRVATSKOG DOMA,"BRAĆE RADIĆA 4, SLATINA",640,293,10,115,76,"16 SLATINA, SLATINA",Preostale BM koje kada bi se zbrojile su prevelike
532,PETROVSKO,10,SLATINA SVEDRUŠKA DIO I SVEDRUŽA GORNJA,PODRUČNA ŠKOLA U SLATINI JUŽNA UČIONICA,"SLATINA SVEDRUŠKA 38, PETROVSKO",264,114,4,26,48,"10 SLATINA SVEDRUŠKA DIO I SVEDRUŽA GORNJA, PETROVSKO",Nema u 2016/2015
533,SPLIT,13,SPLIT,DJEČJI VRTIĆ DUGA,"MAŽURANIČEVO ŠET.12 A, SPLIT",535,289,34,71,96,"13 SPLIT, SPLIT",Preostale BM koje kada bi se zbrojile su prevelike
534,SPLIT,35,SPLIT,DJEČJI VRTIĆ MIKI,"OSJEČKA 12, SPLIT",852,432,55,102,117,"35 SPLIT, SPLIT",Preostale BM koje kada bi se zbrojile su prevelike
535,SPLIT,22,SPLIT,DJEČJI VRTIĆ POTOČNICA II,"TRŠČANSKA 35, SPLIT",642,305,34,67,98,"22 SPLIT, SPLIT",Preostale BM koje kada bi se zbrojile su prevelike
536,SPLIT,4,SPLIT,GRADSKI KOTAR BAČVICE,"VIŠKA 7, SPLIT",896,463,44,116,116,"4 SPLIT, SPLIT",Preostale BM koje kada bi se zbrojile su prevelike
537,SPLIT,59,SPLIT,GRADSKI KOTAR GRAD,"OBALA HRV.PREPORODA 10/1, SPLIT",689,296,27,97,63,"29 SPLIT, SPLIT30 SPLIT, SPLIT",Preostale BM koje kada bi se zbrojile su prevelike
538,SPLIT,64,SPLIT,GRADSKI KOTAR LUČACMANUŠ,"OMIŠKA 16, SPLIT",724,399,27,130,107,"64 SPLIT, SPLIT",Preostale BM koje kada bi se zbrojile su prevelike
539,SPLIT,65,SPLIT,GRADSKI KOTAR MEJE,"NJEGOŠEVA 1 A, SPLIT",692,377,44,87,126,"65 SPLIT, SPLIT",Preostale BM koje kada bi se zbrojile su prevelike
540,SPLIT,16,SPLIT,OŠ BOL,"HRV.ISELJENIKA 10, SPLIT",481,225,19,70,67,"16 SPLIT, SPLIT",Preostale BM koje kada bi se zbrojile su prevelike
541,SPLIT,114,SPLIT,OŠ BOL,"HRVATSKIH ISELJENIKA 10, SPLIT",4408,2034,236,545,475,"14 SPLIT, SPLIT17 SPLIT, SPLIT19 SPLIT, SPLIT20 SPLIT, SPLIT21 SPLIT, SPLIT23 SPLIT, SPLIT",Preostale BM koje kada bi se zbrojile su prevelike
542,SPLIT,12,SPLIT,OŠ MANUŠ,"VUKOVARSKA 11, SPLIT",624,311,28,67,99,"12 SPLIT, SPLIT",Preostale BM koje kada bi se zbrojile su prevelike
543,SPLIT,255,SPLIT,OŠ MARJAN,"GAJEVA 1, SPLIT",1737,748,88,221,164,"127 SPLIT, SPLIT128 SPLIT, SPLIT",Preostale BM koje kada bi se zbrojile su prevelike
544,SPLIT,138,SPLIT,OŠ MEJAŠI,"MEJAŠI 20, SPLIT",1223,621,102,230,63,"138 SPLIT, SPLIT",Preostale BM koje kada bi se zbrojile su prevelike
545,SPLIT,154,SPLIT,OŠ PLOKITE,"SLAVONSKA 13, SPLIT",1315,636,62,170,210,"75 SPLIT, SPLIT79 SPLIT, SPLIT",Preostale BM koje kada bi se zbrojile su prevelike
546,SPLIT,602,SPLIT,OŠ ŽNJANPAZDIGRAD,"PAZDIGRADSKA 1, SPLIT",5132,2387,312,802,426,"149 SPLIT, SPLIT150 SPLIT, SPLIT151 SPLIT, SPLIT152 SPLIT, SPLIT",Preostale BM koje kada bi se zbrojile su prevelike
547,SPLIT,28,SPLIT,PARKOVI I NASADI,"KAVANJINOVA 12, SPLIT",467,227,20,46,87,"28 SPLIT, SPLIT",Preostale BM koje kada bi se zbrojile su prevelike
548,SRAČINEC,3,SRAČINEC,PROSTORIJE DOMA KULTURE SRAČINEC VELIKA DVORANA U PRIZEMLJU,"VARAŽDINSKA 273, SRAČINEC",1222,663,17,68,132,"3 SRAČINEC, SRAČINEC",Preostale BM koje kada bi se zbrojile su prevelike
549,SRAČINEC,2,SRAČINEC,PROSTORIJE UDRUGE UMIROVLJENIKA,"TRG SV. MIHAELA 1, SRAČINEC",1125,491,17,72,124,"2 SRAČINEC, SRAČINEC",Preostale BM koje kada bi se zbrojile su prevelike
550,RIJEKA,54,SRDOČI,OSNOVNA ŠKOLA SRDOČI,"ANTE MODRUŠANA 33, RIJEKA",4111,1643,144,443,545,"17 SRDOČI, RIJEKA18 SRDOČI, RIJEKA19 SRDOČI, RIJEKA",Preostale BM koje kada bi se zbrojile su prevelike
551,ZAGREB-JUGOISTOK,56,SREDIŠĆE,DJEČJI VRTIĆ ZAPRUĐE  PODRUČNI OBJEKT SREDIŠĆE,"ULICA EDE MURTIĆA 6 - 8, ZAGREB-JUGOISTOK",1372,749,69,214,149,"56 SREDIŠĆE, ZAGREBJUGOISTOK",Preostale BM koje kada bi se zbrojile su prevelike
552,ZAGREB-JUGOISTOK,109,SREDIŠĆE,OŠ SREDIŠĆE,"ULICA SAVEZNE REPUBLIKE NJEMAČKE 2A, ZAGREB-JUGOISTOK",2251,1236,85,287,358,"54 SREDIŠĆE, ZAGREBJUGOISTOK55 SREDIŠĆE, ZAGREBJUGOISTOK",Preostale BM koje kada bi se zbrojile su prevelike
553,PUNAT,1,STARA BAŠKA,PROSTOR TURISTIČKE AGENCIJE,"STARA BAŠKA 80, PUNAT",146,61,3,26,24,"1 STARA BAŠKA, PUNAT",Nema u 2016/2015
554,"ZAGREB-CENTAR, ZAPAD",810,STARA TREŠNJEVKA,OŠ JULIJA KLOVIĆA,"NOVA CESTA 133, ZAGREB-CENTAR, ZAPAD",5571,2724,243,688,619,"160 STARA TREŠNJEVKA, ZAGREBCENTAR ZAPAD161 STARA TREŠNJEVKA, ZAGREBCENTAR ZAPAD162 STARA TREŠNJEVKA, ZAGREBCENTAR ZAPAD163 STARA TREŠNJEVKA, ZAGREBCENTAR ZAPAD164 STARA TREŠNJEVKA, ZAGREBCENTAR ZAPAD",Preostale BM koje kada bi se zbrojile su prevelike
555,PETROVSKO,3,STARA VES PETROVSKA I MALA PAČETINA,GARAŽA KOZINA KRISTIJANA,"STARA VES PETROVSKA 43A, PETROVSKO",201,73,1,37,14,"3 STARA VES PETROVSKA I MALA PAČETINA, PETROVSKO",Nema u 2016/2015
556,PAZIN,12,STARI PAZIN  ROGOVIĆI,AUTOKUĆA ETRADEX,"STANCIJA PATAJ 45B, PAZIN",529,257,17,52,119,"12 STARI PAZIN  ROGOVIĆI, PAZIN",Nema u 2016/2015
557,ZAGREB-JUŽNI DIO,187,STENJEVECJUG,DRUŠTVENI DOM STENJEVEC,"SAMOBORSKA CESTA 71/1, ZAGREB-JUŽNI DIO",2297,1058,107,287,233,"93 STENJEVECJUG, ZAGREBJUŽNI DIO94 STENJEVECJUG, ZAGREBJUŽNI DIO",Preostale BM koje kada bi se zbrojile su prevelike
558,ZAGREB-JUŽNI DIO,362,STENJEVECJUG,GIMNAZIJA LUCIJANA VRANJANINA,"TRG HRVATSKIH PAVLINA 1, ZAGREB-JUŽNI DIO",4707,2319,277,695,442,"89 STENJEVECJUG, ZAGREBJUŽNI DIO90 STENJEVECJUG, ZAGREBJUŽNI DIO91 STENJEVECJUG, ZAGREBJUŽNI DIO92 STENJEVECJUG, ZAGREBJUŽNI DIO",Preostale BM koje kada bi se zbrojile su prevelike
559,ZAGREB-JUŽNI DIO,243,STENJEVECSJEVER,PROSTORIJE MJESNOG ODBORA,"ULICA KERESTINEČKIH ŽRTAVA 31, ZAGREB-JUŽNI DIO",2845,1418,130,378,332,"121 STENJEVECSJEVER, ZAGREBJUŽNI DIO122 STENJEVECSJEVER, ZAGREBJUŽNI DIO",Preostale BM koje kada bi se zbrojile su prevelike
