,Grad,Rbr BM,Naziv BM,Lokacija BM,Adresa BM,Ukupno birača,Glasovalo ukupno,MOST,HDZ,SDP,BM
1363,BRESTOVAC,12,DRUŠTVENI DOM,VILIĆ SELO,"VILIĆ SELO BB, BRESTOVAC",130,68,4,55,4,"12 DRUŠTVENI DOM, BRESTOVAC"
1364,ČAGLIN,20,DRUŠTVENI DOM,VUKOJEVICA,"VUKOJEVICA BB, ČAGLIN",53,21,0,10,5,"20 DRUŠTVENI DOM, ČAGLIN"
1365,KAPTOL,1,DRUŠTVENO VATROGASNI DOM,KAPTOL,"TRG VILIMA KORAJCA 1, KAPTOL",510,191,16,89,32,"1 DRUŠTVENO VATROGASNI DOM, KAPTOL"
1366,ČAGLIN,2,DRUŠTVENO VATROGASNI DOM,RUŠEVO,"RUŠEVO BB, ČAGLIN",199,94,3,46,23,"2 DRUŠTVENO VATROGASNI DOM, ČAGLIN"
1367,VELIKA,1,DRUŠTVENO VATROGASNI DOM,VELIKA,"S. RADIĆA 18, VELIKA",551,250,16,101,60,"1 DRUŠTVENO VATROGASNI DOM, VELIKA"
1368,ČAGLINČAGLIN,21,DRUŠTVENO VATROGASNI DOM,DJEDINA RIJEKANOVA LJESKOVICA MERGED HETERO,"DJEDINA RIJEKA BB, ČAGLINJOSIPA KNEŽEVIĆA BB, ČAGLIN",275,105,3,58,21,DRUŠTVENO VATROGASNI DOM MERGED HETERO
1369,ČAGLIN,19,DRUŠTVENO VATROGASNI DOM BIVŠI LAKTOFRIZ,MILANLUG,"MILANLUG BB, ČAGLIN",168,86,0,48,5,"19 DRUŠTVENO VATROGASNI DOM BIVŠI LAKTOFRIZ, ČAGLIN"
1370,VELIKA,8,DRUŠTVENOVATROGASNI DOM,TORANJ,"TORANJ BB, VELIKA",144,43,2,19,3,"8 DRUŠTVENOVATROGASNI DOM, VELIKA"
1371,PETRIJANEC,5,DRUŽBINEC,PROSTORIJE DRUŠTVENOG DOMA,"DRAVSKA 8, PETRIJANEC",412,213,2,64,62,"5 DRUŽBINEC, PETRIJANEC"
1372,VELIKO TRGOVIŠĆE,8,DRUŽILOVEC,DRUŠTVENI DOM,"DRUŽILOVEC, VELIKO TRGOVIŠĆE",343,139,5,53,51,"8 DRUŽILOVEC, VELIKO TRGOVIŠĆE"
1373,GRADAC,1,DRVENIK,ZGRADA PODRUČNE PUČKE ŠKOLE DRVENIK MERGED HETERO,"DONJA VALA 129, DRVENIK, GRADAC",473,287,23,81,117,DRVENIK MERGED HETERO
1374,MALA SUBOTICA,4,DRŽIMUREC,DOM KULTURE DRŽIMURECSTRELEC,"DRŽIMUREC 136, MALA SUBOTICA",569,235,9,47,133,"4 DRŽIMUREC, MALA SUBOTICA"
1375,MALA SUBOTICA,6,DRŽIMUREC,PODRUČNA ŠKOLA DRŽIMURECSTRELEC,"DRŽIMUREC 131, MALA SUBOTICA",196,5,1,2,0,"6 DRŽIMUREC, MALA SUBOTICA"
1376,KONAVLE,25,DUBA KONAVOSKA,DOM MLADEŽI DUBA KONAVOSKA,"DUBA KONAVOSKA BB, KONAVLE",65,39,2,27,1,"25 DUBA KONAVOSKA, KONAVLE"
1377,TRPANJ,4,DUBA PELJEŠKA,PROSTORIJE DOMA KULTURE U DUBI PELJEŠKOJ,"DUBA PELJEŠKA BB, TRPANJ",49,20,4,11,3,"4 DUBA PELJEŠKA, TRPANJ"
1378,ZAGREB-ISTOČNI DIO,7,DUBEC,OŠ ANTUNA MIHANOVIĆA,"DUBEČKA ULICA 5, ZAGREB-ISTOČNI DIO",1216,611,72,172,131,"7 DUBEC, ZAGREBISTOČNI DIO"
1379,ZAGREB-ISTOČNI DIO,8,DUBEC,OŠ ANTUNA MIHANOVIĆA,"DUBEČKA ULICA 5, ZAGREB-ISTOČNI DIO",1182,607,92,199,100,"8 DUBEC, ZAGREBISTOČNI DIO"
1380,ZAGREB-ISTOČNI DIO,9,DUBEC,PROSTORIJE MJESNOG ODBORA,"ULICA RUDOLFA IVANKOVIĆA 34, ZAGREB-ISTOČNI DIO",1295,634,80,222,119,"9 DUBEC, ZAGREBISTOČNI DIO"
1381,SLIVNO,2,DUBOKA,DOM U DUBOKOJ,"DUBOKA, SLIVNO",115,59,8,34,9,"2 DUBOKA, SLIVNO"
1382,GORNJI BOGIĆEVCI,2,DUBOVAC,DRUŠTVENI DOM DUBOVAC,"DUBOVAC 66, GORNJI BOGIĆEVCI",322,109,6,56,16,"2 DUBOVAC, GORNJI BOGIĆEVCI"
1383,GORNJA STUBICA,5,DUBOVEC,PODRUČNA ŠKOLA,"DUBOVEC 76, GORNJA STUBICA",273,115,2,21,19,"5 DUBOVEC, GORNJA STUBICA"
1384,VELIKI BUKOVEC,3,DUBOVICA,DRUŠTVENI DOM,"DUBOVICA 46, VELIKI BUKOVEC",251,132,4,49,32,"3 DUBOVICA, VELIKI BUKOVEC"
1385,PODCRKAVLJE,7,DUBOVIK,DRUŠTVENI DOM U DUBOVIKU,"DUBOVIK, PODCRKAVLJE",81,43,1,28,3,"7 DUBOVIK, PODCRKAVLJE"
1386,BEBRINA,5,DUBOČAC,DRUŠTVENI DOM DUBOČAC,"DUBOČAC 69, BEBRINA",165,92,1,59,9,"5 DUBOČAC, BEBRINA"
1387,DRAŽ,4,DUBOŠEVICA,DOM KULTURE,"DR.FRANJE TUĐMANA 2, DRAŽ",440,213,5,104,33,"4 DUBOŠEVICA, DRAŽ"
1388,VELIKA GORICA,32,DUBRANEC,DRUŠTVENI DOM,"DUBRANEC BB, VELIKA GORICA",306,127,4,43,36,"32 DUBRANEC, VELIKA GORICA"
1389,OMIŠ,29,DUBRAVA,PROSTORIJE OSNOVNE ŠKOLE,"DUBRAVA, OMIŠ",257,152,23,98,1,"29 DUBRAVA, OMIŠ"
1390,ZAGREB-ISTOČNI DIO,10,DUBRAVA  SREDIŠTE,OŠ DRANTE STARČEVIĆA,"ULICA SV. LEOPOLDA MANDIĆA 55, ZAGREB-ISTOČNI DIO",1265,617,72,194,120,"10 DUBRAVA  SREDIŠTE, ZAGREBISTOČNI DIO"
1391,ZAGREB-ISTOČNI DIO,11,DUBRAVA  SREDIŠTE,OŠ DRANTE STARČEVIĆA,"ULICA SV. LEOPOLDA MANDIĆA 55, ZAGREB-ISTOČNI DIO",1238,573,63,203,98,"11 DUBRAVA  SREDIŠTE, ZAGREBISTOČNI DIO"
1392,ZAGREB-ISTOČNI DIO,12,DUBRAVA  SREDIŠTE,OŠ DRANTE STARČEVIĆA,"ULICA SV. LEOPOLDA MANDIĆA 55, ZAGREB-ISTOČNI DIO",1295,656,88,183,120,"12 DUBRAVA  SREDIŠTE, ZAGREBISTOČNI DIO"
1393,ZAGREB-ISTOČNI DIO,13,DUBRAVA  SREDIŠTE,OŠ DRANTE STARČEVIĆA,"ULICA SV. LEOPOLDA MANDIĆA 55, ZAGREB-ISTOČNI DIO",1258,577,57,156,119,"13 DUBRAVA  SREDIŠTE, ZAGREBISTOČNI DIO"
1394,ZAGREB-ISTOČNI DIO,14,DUBRAVA  SREDIŠTE,OŠ DRANTE STARČEVIĆA,"ULICA SV. LEOPOLDA MANDIĆA 55, ZAGREB-ISTOČNI DIO",1242,584,83,157,148,"14 DUBRAVA  SREDIŠTE, ZAGREBISTOČNI DIO"
1395,DUBRAVA,1,DUBRAVA I,OSNOVNA ŠKOLA  DUBRAVA,"UL. SVETE MARGARETE 15, DUBRAVA, DUBRAVA",384,195,9,79,59,"1 DUBRAVA I, DUBRAVA"
1396,DUBRAVA,2,DUBRAVA II,ZGRADA OPĆINE,"UL. BRAĆE RADIĆ 2, DUBRAVA, DUBRAVA",573,269,8,130,58,"2 DUBRAVA II, DUBRAVA"
1397,CESTICA,9,DUBRAVA KRIŽOVLJANSKA,PROSTORIJE ZGRADE MIHALIĆ,"DUBRAVA KRIŽOVLJANSKA, CESTICA",194,83,0,23,11,"9 DUBRAVA KRIŽOVLJANSKA, CESTICA"
1398,SAMOBOR,14,DUBRAVA SAMOBORSKA,KUĆA STJEPANA RUNTASA,"DUBRAVA SAMOBORSKA 34, SAMOBOR",217,96,1,24,31,"14 DUBRAVA SAMOBORSKA, SAMOBOR"
1399,ZABOK,2,DUBRAVA ZABOČKA,DRUŠTVENI DOM KOD NOGOMETNOG IGRALIŠTA,"DUBRAVA ZABOČKA 3, ZABOK",526,260,4,57,148,"2 DUBRAVA ZABOČKA, ZABOK"
1400,KLENOVNIK,6,DUBRAVEC  1,KUĆA SREDNOSELEC DRAŽENA MERGED HETERO,"DUBRAVEC 78, KLENOVNIK",175,87,2,19,14,DUBRAVEC  1 MERGED HETERO
1401,KLENOVNIK,7,DUBRAVEC  2,KUĆA ANTUNA GOLUBA,"DUBRAVEC 47, KLENOVNIK",167,83,0,39,12,"7 DUBRAVEC  2, KLENOVNIK"
1402,DUBRAVICA,1,DUBRAVICA,ZGRADA OPĆINE U DUBRAVICI,"DUBRAVICA, PAVLA ŠTOOSA 3, DUBRAVICA",222,100,7,43,28,"1 DUBRAVICA, DUBRAVICA"
1403,KONAVLE,6,DUBRAVKA,DOM BUTKOVINA DUBRAVKA,"DUBRAVKA BB, KONAVLE",352,188,18,100,44,"6 DUBRAVKA, KONAVLE"
1404,DUBRAVA,20,DUBRAVSKI MARKOVAC,DRUŠTVENI DOM,"DUBRAVSKI MARKOVAC, DUBRAVA",119,67,0,63,3,"20 DUBRAVSKI MARKOVAC, DUBRAVA"
1405,VELIKO TRGOVIŠĆE,4,DUBROVČAN,OSNOVNA ŠKOLA,"DUBROVČAN, VELIKO TRGOVIŠĆE",591,225,10,63,99,"4 DUBROVČAN, VELIKO TRGOVIŠĆE"
1406,VELIKO TRGOVIŠĆE,5,DUBROVČAN,VATROGASNI DOM,"DUBROVČAN, VELIKO TRGOVIŠĆE",798,328,7,104,164,"5 DUBROVČAN, VELIKO TRGOVIŠĆE"
1407,ZDENCI,4,DUGA MEĐA,MJESNI DOM DUGA MEĐA,"KRALJA TOMISLAVA 66, ZDENCI",149,84,4,19,23,"4 DUGA MEĐA, ZDENCI"
1408,RASINJA,9,DUGA RIJEKA,BIVŠA ŠKOLA,"DUGA RIJEKA 26, RASINJA",160,28,0,3,14,"9 DUGA RIJEKA, RASINJA"
1409,VRGORAC,15,DUGE NJIVE,OSNOVNA ŠKOLA,"DUGE NJIVE, VRGORAC",75,41,1,10,13,"15 DUGE NJIVE, VRGORAC"
1410,DUGI RAT,3,DUGI RAT I,PROSTORIJE KUDA DALMACIJA U DUGOM RATU,"POLJIČKA CESTA 133, DUGI RAT",1116,551,159,162,69,"3 DUGI RAT I, DUGI RAT"
1411,DUGI RAT,4,DUGI RAT II,PROSTORIJE OPĆINE DUGI RAT U DUGOM RATU,"POLJIČKI TRG 1, DUGI RAT",1188,559,132,166,92,"4 DUGI RAT II, DUGI RAT"
1412,DUGO SELO,12,DUGO SELO  ISTOK I,OSNOVNA ŠKOLA JOSIPA ZORIĆA,"DUGO SELO, JOSIPA ZORIĆA 86, DUGO SELO",701,311,28,110,69,"12 DUGO SELO  ISTOK I, DUGO SELO"
1413,DUGO SELO,13,DUGO SELO  ISTOK II,OSNOVNA ŠKOLA JOSIPA ZORIĆA MERGED HETERO,"DUGO SELO, JOSIPA ZORIĆA 86, DUGO SELO",574,227,30,92,26,DUGO SELO  ISTOK II MERGED HETERO
1414,DUGO SELO,14,DUGO SELO  ISTOK III,OSNOVNA ŠKOLA JOSIPA ZORIĆA MERGED HETERO,"DUGO SELO, JOSIPA ZORIĆA 86, DUGO SELO",512,216,12,61,53,DUGO SELO  ISTOK III MERGED HETERO
1415,DUGO SELO,15,DUGO SELO  ISTOK IV,OSNOVNA ŠKOLA JOSIPA ZORIĆA MERGED HETERO,"DUGO SELO, JOSIPA ZORIĆA 86, DUGO SELO",666,285,38,85,76,DUGO SELO  ISTOK IV MERGED HETERO
1416,DUGO SELO,5,DUGO SELO  JUG I,OSNOVNA ŠKOLA IVAN BENKOVIĆ MERGED HETERO,"DUGO SELO, HRVATSKOG PREPORODA 68, DUGO SELO",980,332,44,113,49,DUGO SELO  JUG I MERGED HETERO
1417,DUGO SELO,6,DUGO SELO  JUG II,GRADSKA VIJEĆNICA GRADA DUGOG SELA,"DUGO SELO, JOSIPA ZORIĆA 1, DUGO SELO",808,327,35,98,100,"6 DUGO SELO  JUG II, DUGO SELO"
1418,DUGO SELO,7,DUGO SELO  JUG III,ZGRADA VATROGASNOG DOMA DUGO SELO,"DUGO SELO, OSJEČKA ULICA 2, DUGO SELO",816,313,22,90,85,"7 DUGO SELO  JUG III, DUGO SELO"
1419,DUGO SELO,8,DUGO SELO  SJEVER I,ZGRADA PUČKOG OTVORENOG UČILIŠTAPRIZEMLJE MERGED HETERO,"DUGO SELO, JOSIPA ZORIĆA 21 A, DUGO SELO",637,281,39,80,74,DUGO SELO  SJEVER I MERGED HETERO
1420,DUGO SELO,9,DUGO SELO  SJEVER II,ZGRADA PUČKOG OTVORENOG UČILIŠTAPRIZEMLJE MERGED HETERO,"DUGO SELO, JOSIPA ZORIĆA 21 A, DUGO SELO",718,298,23,117,55,DUGO SELO  SJEVER II MERGED HETERO
1421,DUGO SELO,1,DUGO SELO  ZAPAD I,OSNOVNA ŠKOLA IVAN BENKOVIĆ MERGED HETERO,"DUGO SELO, HRVATSKOG PREPORODA 68, DUGO SELO",788,302,39,92,57,DUGO SELO  ZAPAD I MERGED HETERO
1422,DUGO SELO,2,DUGO SELO  ZAPAD II,ZGRADA GLAZBENE ŠKOLE MERGED HETERO,"DUGO SELO, ZAGREBAČKA ULICA 24, DUGO SELO",679,288,30,136,24,DUGO SELO  ZAPAD II MERGED HETERO
1423,DUGO SELO,3,DUGO SELO  ZAPAD III,ZGRADA GLAZBENE ŠKOLE MERGED HETERO,"DUGO SELO, ZAGREBAČKA ULICA 24, DUGO SELO",762,307,40,97,56,DUGO SELO  ZAPAD III MERGED HETERO
1424,LUKAČ,9,DUGO SELO LUKAČKO,DRUŠTVENI DOM,"DUGO SELO LUKAČKO, LUKAČ",442,178,16,88,26,"9 DUGO SELO LUKAČKO, LUKAČ"
1425,GAREŠNICA,20,DUHOVI,OSNOVNA ŠKOLA,"DUHOVI 44, GAREŠNICA",74,32,0,10,12,"20 DUHOVI, GAREŠNICA"
1426,SVETI KRIŽ ZAČRETJE,8,DUKOVEC,KUĆA MARTINJAK STANKA,"DUKOVEC 25, SVETI KRIŽ ZAČRETJE",187,90,1,42,28,"8 DUKOVEC, SVETI KRIŽ ZAČRETJE"
1427,VRBOVEC,37,DULEPSKA,DRUŠTVENI DOM,"DULEPSKA 44, VRBOVEC",135,47,0,12,13,"37 DULEPSKA, VRBOVEC"
1428,ZAGREB-ISTOČNI DIO,73,DUMOVEC,PROSTORIJE MJESNOG ODBORA,"ULICA VINKA SEDINIĆA 30A, ZAGREB-ISTOČNI DIO",863,357,45,139,59,"73 DUMOVEC, ZAGREBISTOČNI DIO"
1429,NEDELIŠĆE,2,DUNJKOVEC,PODRUČNA ŠKOLA DUNJKOVEC,"GLAVNA ULICA 51, NEDELIŠĆE",760,273,9,34,162,"2 DUNJKOVEC, NEDELIŠĆE"
1430,VRGORAC,7,DUSINA,ZGRADA OSNOVNE ŠKOLE,"DUSINA, VRGORAC",415,246,9,173,12,"7 DUSINA, VRGORAC"
1431,ORAHOVICA,11,DUZLUK,DRUŠTVENI DOM,"MANASTIRSKA 9, ORAHOVICA",149,61,1,10,28,"11 DUZLUK, ORAHOVICA"
1432,DUGI RAT,1,DUĆEGOLUBINKA,UGOSTITELJSKI OBJEKT SIDRO MERGED HETERO,"POLJIČKA CESTA - GOLUBINKA 35, DUGI RAT",786,349,60,161,26,DUĆEGOLUBINKA MERGED HETERO
1433,DUGI RAT,2,DUĆEROGAČ,TURIST BIRO DUĆE U DUĆAMA,"POLJIČKA CESTA, VAVLJE 2, DUGI RAT",751,317,57,135,42,"2 DUĆEROGAČ, DUGI RAT"
1434,LEKENIK,4,DUŽICA,HRVATSKI DOM DUŽICA,"DUŽICA, LEKENIK",305,137,7,64,27,"4 DUŽICA, LEKENIK"
1435,DVOR,1,DVOR,DOM KULTURE,"TRG BANA J. JELAČIĆA 9, DVOR",566,148,9,47,69,"1 DVOR, DVOR"
1436,DVOR,2,DVOR,OSNOVNA ŠKOLA,"ANTE BRUNE BUŠIĆA 5, DVOR",465,133,10,33,71,"2 DVOR, DVOR"
1437,RAKOVEC,5,DVORIŠĆE,DRUŠTVENI DOM,"DVORIŠĆE 14, RAKOVEC",126,81,0,19,36,"5 DVORIŠĆE, RAKOVEC"
1438,KRIŽEVCI,29,ERDOVEC,VATROGASNI DOM ERDOVEC,"ERDOVEC, KRIŽEVCI",165,63,1,13,33,"29 ERDOVEC, KRIŽEVCI"
1439,ERDUT,8,ERDUT,DRUŠTVENI DOM ERDUT BIVŠI MO ERDUT,"ERDUT, ERDUT",589,221,4,110,30,"8 ERDUT, ERDUT"
1440,ERNESTINOVO,1,ERNESTINOVO,OSNOVNA ŠKOLA ERNESTINOVO,"ŠKOLSKA 1, ERNESTINOVO",910,477,19,292,64,"1 ERNESTINOVO, ERNESTINOVO"
1441,"ZAGREB-CENTAR, ZAPADZAGREB-CENTAR, ZAPAD",201,EUGEN KVATERNIK,DOM ZDRAVLJA ZAGREBISTOK AMBULANTA MERGED HETERO,"ULICA METELA OŽEGOVIĆA 5, ZAGREB-CENTAR, ZAPADULICA METELA OŽEGOVIĆA 5, ZAGREB-CENTAR, ZAPAD",1909,1004,74,229,226,EUGEN KVATERNIK MERGED HETERO
1442,FARKAŠEVAC,1,FARKAŠEVAC,ZGRADA OPĆINE PRIZEMLJEMALA ŠKOLA,"FARKAŠEVAC 43, FARKAŠEVAC",254,116,4,42,29,"1 FARKAŠEVAC, FARKAŠEVAC"
1443,SAMOBOR,15,FARKAŠEVEC SAMOBORSKI,ŠKOLA U FARKAŠEVCU SAMOBORSKOM,"FARKAŠEVEC SAMOBORSKI, SAMOBOR",378,197,6,66,51,"15 FARKAŠEVEC SAMOBORSKI, SAMOBOR"
1444,FAŽANA - FASANA,1,FAŽANA BIRAČKO MJESTO BR 1,MULTIMEDIJALNI CENTAR OPĆINE FAŽANA MERGED HETERO,"FAŽANA, 43.ISTARSKE DIVIZIJE 8, FAŽANA - FASANA",876,427,17,86,209,FAŽANA BIRAČKO MJESTO BR 1 MERGED HETERO
1445,FAŽANA - FASANA,2,FAŽANA BIRAČKO MJESTO BR 2,MULTIMEDIJALNI CENTAR OPĆINE FAŽANA MERGED HETERO,"FAŽANA, 43.ISTARSKE DIVIZIJE 8, FAŽANA - FASANA",892,429,20,81,199,FAŽANA BIRAČKO MJESTO BR 2 MERGED HETERO
1446,FAŽANA - FASANA,3,FAŽANA BIRAČKO MJESTO BR 3,ZGRADA ŠKOLE MUPA RH,"VALBANDON, PRILAZ MARINI 2, FAŽANA - FASANA",805,325,19,82,151,"3 FAŽANA BIRAČKO MJESTO BR 3, FAŽANA  FASANA"
1447,FAŽANA - FASANA,4,FAŽANA BIRAČKO MJESTO BR 4,ZGRADA ŠKOLE MUPA RH,"VALBANDON, PRILAZ MARINI 2, FAŽANA - FASANA",817,407,13,74,198,"4 FAŽANA BIRAČKO MJESTO BR 4, FAŽANA  FASANA"
1448,FERDINANDOVAC,2,FERDINANDOVAC,OSNOVNA ŠKOLA FERDINANDOVAC,"DRAVSKA ULICA 66, FERDINANDOVAC",261,97,0,40,7,"2 FERDINANDOVAC, FERDINANDOVAC"
1449,FERDINANDOVAC,4,FERDINANDOVAC,DRUŠTVENI DOM FERDINANDOVAC,"TRG SLOBODE 29, FERDINANDOVAC",256,127,5,37,21,"4 FERDINANDOVAC, FERDINANDOVAC"
1450,FERDINANDOVAC,5,FERDINANDOVAC,VATROGASNA VIJEĆNICA FERDINANDOVAC,"TRG SLOBODE 28/A, FERDINANDOVAC",399,186,3,82,45,"5 FERDINANDOVAC, FERDINANDOVAC"
1451,FERDINANDOVAC,6,FERDINANDOVAC,OSNOVNA ŠKOLA FERDINANDOVAC,"DRAVSKA ULICA 66, FERDINANDOVAC",203,94,0,28,14,"6 FERDINANDOVAC, FERDINANDOVAC"
1452,ZAGREB-JUGOISTOK,9,FERENŠČICA,OŠ AUGUSTA CESARCA,"FERENŠČICA II. 9A, ZAGREB-JUGOISTOK",1261,569,37,155,137,"9 FERENŠČICA, ZAGREBJUGOISTOK"
1453,ZAGREB-JUGOISTOK,10,FERENŠČICA,OŠ AUGUSTA CESARCA,"FERENŠČICA II. 9A, ZAGREB-JUGOISTOK",1242,556,42,161,113,"10 FERENŠČICA, ZAGREBJUGOISTOK"
1454,ZAGREB-JUGOISTOK,11,FERENŠČICA,OŠ AUGUSTA CESARCA,"FERENŠČICA II. 9A, ZAGREB-JUGOISTOK",1260,566,41,147,161,"11 FERENŠČICA, ZAGREBJUGOISTOK"
1455,ZAGREB-JUGOISTOK,12,FERENŠČICA,OŠ AUGUSTA CESARCA,"FERENŠČICA II. 9A, ZAGREB-JUGOISTOK",1232,476,34,111,141,"12 FERENŠČICA, ZAGREBJUGOISTOK"
1456,FERIČANCI,1,FERIČANCI,OSNOVNA ŠKOLA VLADIMIRA NAZORA,"TRG MATIJE GUPCA 9, FERIČANCI",637,283,13,138,56,"1 FERIČANCI, FERIČANCI"
1457,FERIČANCI,2,FERIČANCI,OSNOVNA ŠKOLA VLADIMIRA NAZORA,"TRG MATIJE GUPCA 9, FERIČANCI",680,308,11,108,69,"2 FERIČANCI, FERIČANCI"
1458,PODTUREN,5,FERKETINEC,VATROGASNI DOM FERKETINEC,"FERKETINEC 37, PODTUREN",160,64,3,12,34,"5 FERKETINEC, PODTUREN"
1459,GRADEC,8,FESTINEC,VATROGASNI DOM FESTINEC,"FESTINEC, GRADEC",42,24,1,12,5,"8 FESTINEC, GRADEC"
1460,NOVI MAROF,29,FILIPIĆI,KUĆA VL ZVONKA KOŠĆAKA MERGED HETERO,"FILIPIĆI 2, NOVI MAROF",99,28,0,10,7,FILIPIĆI MERGED HETERO
1461,ZAGREB-JUGOISTOKZAGREB-JUGOISTOK,27,FOLNEGOVIĆEVO NASELJE,OŠ LOVRE PLMATAČIĆA,"ULICA JOZE LAURENČIĆA 1, ZAGREB-JUGOISTOKULICA JOZE LAURENČIĆA 1, ZAGREB-JUGOISTOK",2754,1332,76,308,349,"13 FOLNEGOVIĆEVO NASELJE, ZAGREBJUGOISTOK14 FOLNEGOVIĆEVO NASELJE, ZAGREBJUGOISTOK"
1462,VIŠKOVCI,2,FORKUŠEVCI,OSNOVNA ŠKOLA JOSIPA KOZARCA SEMELJCI PODRUČNI ODJEL FORKUŠEVCI,"ULICA STJEPANA RADIĆA BB, VIŠKOVCI",358,153,13,73,33,"2 FORKUŠEVCI, VIŠKOVCI"
1463,SVETI JURAJ NA BREGU,2,FRKANOVEC,DRUŠTVENI DOM FRKANOVEC,"FRKANOVEC 85, SVETI JURAJ NA BREGU",303,134,6,16,77,"2 FRKANOVEC, SVETI JURAJ NA BREGU"
1464,GRADEC,13,FUKA,LUGARNICA FUKA,"FUKA, GRADEC",81,35,3,13,5,"13 FUKA, GRADEC"
1465,FUNTANA - FONTANE,1,FUNTANA,ZGRADA  STARE ŠKOLE,"ISTARSKA 17, FUNTANA, FUNTANA - FONTANE",841,369,29,110,141,"1 FUNTANA, FUNTANA  FONTANE"
1466,POREČ - PARENZO,3,FUŠKULINFOSCOLINO,NOVI DRUŠTVENI DOM U FUŠKULINU MERGED HETERO,"FUŠKULIN, POREČ - PARENZO",626,291,12,42,159,FUŠKULINFOSCOLINO MERGED HETERO
1467,HLEBINE,3,GABAJEVA GREDA,DRUŠTVENI DOM GABAJEVA GREDA,"GABAJEVA GREDA BB, HLEBINE",103,34,1,9,12,"3 GABAJEVA GREDA, HLEBINE"
1468,DOBRINJ,5,GABONJIN,DRUŠTVENI DOM,"GABONJIN, DOBRINJ",327,150,16,36,47,"5 GABONJIN, DOBRINJ"
1469,MARKUŠICA,3,GABOŠ,DOM KULTURE,"J.J.ZMAJA 1, MARKUŠICA",320,24,0,9,10,"3 GABOŠ, MARKUŠICA"
1470,KONAVLE,7,GABRILE,OŠ GABRILE,"GABRILE BB, KONAVLE",176,120,7,74,10,"7 GABRILE, KONAVLE"
1471,VRBOVEC,33,GAJ,VATROGASNI DOM,"GAJ 47, VRBOVEC",312,177,5,46,34,"33 GAJ, VRBOVEC"
1472,ZAGREB-ISTOČNI DIO,75,GAJEC,PROSTORIJE MJESNOG ODBORA,"ULICA STJEPANA VOJNOVIĆA 22, ZAGREB-ISTOČNI DIO",270,131,10,49,26,"75 GAJEC, ZAGREBISTOČNI DIO"
1473,ZAGREB-JUŽNI DIO,52,GAJEVO,OŠ IVANA MEŠTROVIĆA,"ULICA MARTINA PUŠTEKA 1, ZAGREB-JUŽNI DIO",1166,594,67,180,137,"52 GAJEVO, ZAGREBJUŽNI DIO"
1474,ZAGREB-JUŽNI DIO,53,GAJEVO,OŠ IVANA MEŠTROVIĆA,"ULICA MARTINA PUŠTEKA 1, ZAGREB-JUŽNI DIO",1124,588,59,157,142,"53 GAJEVO, ZAGREBJUŽNI DIO"
1475,ZAGREB-JUŽNI DIO,54,GAJEVO,OŠ IVANA MEŠTROVIĆA,"ULICA MARTINA PUŠTEKA 1, ZAGREB-JUŽNI DIO",1180,657,65,157,176,"54 GAJEVO, ZAGREBJUŽNI DIO"
1476,ZAGREB-JUŽNI DIO,55,GAJEVO,OŠ IVANA MEŠTROVIĆA,"ULICA MARTINA PUŠTEKA 1, ZAGREB-JUŽNI DIO",1124,617,55,150,137,"55 GAJEVO, ZAGREBJUŽNI DIO"
1477,ZAGREB-JUŽNI DIO,56,GAJEVO,OŠ IVANA MEŠTROVIĆA,"ULICA MARTINA PUŠTEKA 1, ZAGREB-JUŽNI DIO",1152,599,41,151,148,"56 GAJEVO, ZAGREBJUŽNI DIO"
1478,ZAGREB-JUŽNI DIO,57,GAJEVO,OŠ IVANA MEŠTROVIĆA,"ULICA MARTINA PUŠTEKA 1, ZAGREB-JUŽNI DIO",1093,594,41,155,131,"57 GAJEVO, ZAGREBJUŽNI DIO"
1479,DRAŽ,3,GAJIĆ,NOVI DOM KULTURE,"MATIJE GUPCA BB, DRAŽ",237,131,2,76,19,"3 GAJIĆ, DRAŽ"
1480,ZAGREB-ISTOČNI DIO,76,GAJIŠĆE,OŠ SESVETE,"ULICA IVANA GORANA KOVAČIĆA 19, ZAGREB-ISTOČNI DIO",1234,589,78,186,96,"76 GAJIŠĆE, ZAGREBISTOČNI DIO"
1481,ZAGREB-ISTOČNI DIO,77,GAJIŠĆE,OŠ SESVETE,"ULICA IVANA GORANA KOVAČIĆA 19, ZAGREB-ISTOČNI DIO",1236,593,96,190,101,"77 GAJIŠĆE, ZAGREBISTOČNI DIO"
1482,ZAGREB-ISTOČNI DIO,78,GAJIŠĆE,OŠ SESVETE,"ULICA IVANA GORANA KOVAČIĆA 19, ZAGREB-ISTOČNI DIO",1218,544,66,161,115,"78 GAJIŠĆE, ZAGREBISTOČNI DIO"
1483,ZAGREB-ISTOČNI DIO,79,GAJIŠĆE,OŠ SESVETE,"ULICA IVANA GORANA KOVAČIĆA 19, ZAGREB-ISTOČNI DIO",1239,620,111,195,97,"79 GAJIŠĆE, ZAGREBISTOČNI DIO"
1484,ZAGREB-ISTOČNI DIO,80,GAJIŠĆE,OŠ SESVETE,"ULICA IVANA GORANA KOVAČIĆA 19, ZAGREB-ISTOČNI DIO",1223,563,85,164,133,"80 GAJIŠĆE, ZAGREBISTOČNI DIO"
